areaServicioDescripcion,observaciones
CLIBA (Higiene Urbana),Rodríguez Peña esquina Italia retiro de moto vieja en Vereda más basura delegación Martínez.
Arbolado Urbano,"vecina pide extracción de arbol sobre calle la calandra 1485 entre yerbal y rioja villa adelina. ya fue auditad pero nunca fueron ni se contactaron, mail  vanesavsg@hotmail.com"
Alumbrado,COLUMNA DONDE SE QUEMO LA FAROLA Y LA LUZ DE LA MISMA COLUMNA THAMES 2019 BOULOGNE.
Higiene Urbana,Carlos pellegrini esquina Córdoba falta barrido delegación Martínez.
CLIBA (Higiene Urbana),"restos de poda, al lado de la parroquia"
Arbolado Urbano,"Vecina pide recorte de raíces y refacción de vereda hace tiempo ya , necesita que la incluyan en el plan de arbolado..calle la calandria 1485 villa adelina."
CLIBA (Higiene Urbana),retiro de poda delegación Martínez sobre la Vereda del carrefour.
Alumbrado,"vecino, reclama por 2 luminarias apagada hace aprox 2 semanas. A la noche es una boca de lobo"
Arbolado Urbano,REPARACION DE VEREDA TRAS EXTRACCION 
Arbolado Urbano,formosa 2223 LD
Higiene Urbana,falta barrido de mucho tiempo urgente delegación Martínez.
Arbolado Urbano,recorte de raiz mas vereda mas poda 
Arbolado Urbano,"HACE 4 AÑOS QUE ESTAMOS PIDIENDO LA EXTRACCION DE UN EJEMPLAR DE ROBLE AUSTRALIANO QUE NO TIENEN ESTABILIDAD Y CON TORMENTAS Y ALGO DE VIENTO SE MUEVE Y ESTÁ PRONTO A CAERSE. ADEMÁS DE LEVANTAR VEREDAS, CORDON Y AFECTAR CAÑO DE GAS Y AGUA TANTO PARA EL DOMICILIO Y LA COMISARÍA 4°. EN TORMENTA DE DICIEMBRE 2023 SE CAYÓ LA MITAD DEL ARBOL SOBRE LA VEREDA Y CASA PARTICULAR, RETIRARON LAS RAMAS Y EL RESTO DEL ARBOL SIGUE SIENDO UN PELIGRO PARA TODOS. HAY RAMAS SECAS COLGANDO DE LAS RAMAS DEL ÁRBOL ALEDAÑO, PERO EN CUALQUIER MOMENTO CAEN SOBRE VEHÍCULOS O PERSONAS.
"
Arbolado Urbano,LOS VECINOS Y EL CONSORCIO DEL EDIFICIO SOLICITAN EL RECORTE DE RAICES Y ARREGLO DE VEREDAS Y CANTEROS DEBIDO A QUE SE ENCUENTRA EN MUY MAL ESTADO Y DIFICULTA LA CIRCULACION A LAS FAMILIAS CON COCHECITOS Y A LOS ADULTOS MAYORES CON MOVILIDAD REDUCIDA.-
Arbolado Urbano,castillo 910 LA2 
Higiene Urbana,"Buenos días . Mi reclamo es reiterado, es por la falta de barrendero/a en la calle Maestro Granada al 1700 entre Verduga y Juramento. En mi ultimo reclamo paso una supervisora que se comprometió a pasar seguido a controlar y tampoco volvió.  Nos dijeron Martes y Jueves servicio de barrido  .. y yo me pregunto.... Por que si mi impuesto  ABL  es por 30 días  ? En estos momentos se encuentra todo limpio por que nosotros mismos lo hacemos.   A la espera de una pronta solución y definitiva . Gracias  ¡¡  MONICA VILLARINO    DNI  17201137  "
Arbolado Urbano,"EL VECINO SOLICITA LA EXTRACCION DEL ARBOL YA QUE LE GENERA BASTANTES COMPLICACIONES AL SER DE GRAN PORTE. ROTURAS DE VEREDA Y DESAGUES 5 VECES, ABUNDANTE FOLLAJE QUE GENERA OSCURIDAD, ROTURA DE LAS GUIAS DEL PORTON DE SU PROPIEDAD. RAMAS ENGANCHADAS EN LOS CABLES DE ALTA TENSION."
Higiene Urbana,Falta de barrido en Corrientes y Castro Barros
Obras Públicas,"Vecino, reclama por pozo en la calle. Es muy profundo y es peligroso para el que transita por ahí. "
Higiene Urbana,vecina reclama que no pasan 
Higiene Urbana,"Vecina informa que aysa fue hacer un arreglo de unos caños de agua lo cual dejaron todo lleno de barro, maderas y demas piden los vecinos que si pueden ir a limpiar "
Arbolado Urbano,"EN MAYO DEL 2024, INICIE VARIOS RECLAMOS PORQUE LAS RAICES DE LOS ARBOLES ROMPIERON LOS CAÑOS DE AGUA DENTRO DEL GARAGE DE MI CASA, NO SOLO ESO SINO QUE ME LEVANTARON EL PORTON Y LO DESOLDARON, Y NO SOLO ESO SINO QUE TAMBIEN ROMPIERON TODA LA VEREDA, FUI PERSONALMENTE A LA MUNICIPALIDAD Y A ESPACIOS VERDES EN VARIAS OPORTUNIDADES, Y TAMBIEN LLAME POR TELEFONO, ME DIERON UN NUMERO DE TRAMITE, PERO NUNCA ME DIERON UNA SOLUCION, MI PROBLEMA ERA QUE AYSA NO LE CORRESPONDIA Y CUANDO LLAME A EL PLOMERO, NO PODIA TRABAJAR POR LAS RAICES, ESTUVE 2 MESES SIN AGUA ESPERANDO QUE SE DIGNEN A VENIR, YO VIVO SOLA CON MIS 2 HIJAS, LA VERDAD QUE FUE UNA TOTAL FALTA DE RESPEDTO. NO SOLO VIVI EN EPOCAS DE FRIO SIN AGUA, SINO QUE TAMBIEN PAGUE FACTURAS DE AGUA ALTISIMAS, TUBE QUE PAGAR PARA QUE ME SAQUEN UN POCO LAS RAICES PARA QUE EL PLOMERO PUEDA TRABAJAR Y TAMBIEN ABONAR EL TRABAJO DE EL. LES RECUERDO QUE SIEMPRE PAGUE EL IMPUESTO MUNICIPAL, ESTOY SIEMPRE AL DIA. DESPUES DE GASTAR MUCHA PLATA , PUDE SOLUCIONAR EL TEMA DEL AGUA PERO LAS RAICES SIGUEN AHI, CRECIENDO Y LAS TENGO EN TODA LA VEREDA Y DENTRO DE MI CASA, ME ESTAN LEVANTANDO TODO. HARA 8 AÑOS CORTARON LAS RAICES Y ME HICIERON UNA VEREDA DE MATERIAL, HORRIBLE, QUE ESTA TODA ROTA! AHORA. MI RECLAMO ES LO ANTES POSIBLE EL RECORTE DE RAICES!!!! Y LA VEREDA CON LAS BALDOSAS QUE YO SIEMPRE TUVE EN MI DOMICILIO, NO PUEDE SER QUE NO SE OCUPEN DEL MANTENIMIENTO DE LOS ARBOLES, SON HERMOSOS, AMO VIVIR EN UN LUGAR QUE TENGA TANTO VERDE, PERO ME ESTAN ROMPIENDO TODO. POR FAVOR QUEDO A LA ESPERA DE UNA REPUESTA."
Arbolado Urbano,"3 arboles sobre calle habana esquina cordoba, centro de jubilados cordoba 2597
25/4/25:El ejemplar fue relevado y el equipo técnico de la Dirección General de Arbolado determinó que la intervención será incluida en el Plan Integral. Las tareas de poda invernal se retomarán alrededor de mayo de 2025, cuando lo permita el estado fisiológico de los árboles. Hasta entonces se seguirá poniendo el foco sobre los árboles con ramas quebradas o secas, la liberación de luminarias y las podas de carácter urgente."
Alumbrado,hace mas de una semana no funciona la luminaria.
Higiene Urbana,sigue sin pasar el barrendero. 
Arbolado Urbano,PODA LD
Alumbrado,Vecino informa que cambiaron dos postes y pero no prenden en la calle alen 736 y no tienen luz de noche  son 1-12-360 Leandro N. Alem 738  y 1-12-363 Leandro N. Alem 790 
Higiene Urbana,vecino solicita barrido ya que dejaron monticulos de basura.
CLIBA (Higiene Urbana),FALTA DE RECOLECCION DE RESIDUOS DE AYER A LA NOCHE EN LA CUADRA TRES DE FEBRERO 1600 ENTRE INGENIERO BERGALLO Y BILLINGHURST.
CLIBA (Higiene Urbana),recolección de restos de poda en bolsas
Alumbrado,hace mas de una semana se encuentran las luminarias totalmente apagada.
CLIBA (Higiene Urbana),RAMAS EN LA CALLE TRES DE FEBERO 1600 ENTRE LAS CALLLES INGENIERO BERGALLO Y BILLINGURSTH
Obras Públicas,"vecino reclama por vereda que le hicieron de municipalidad y que esta se deshace con la escoba, pide que se la hagan denuevo"
CLIBA (Higiene Urbana),vecina reclama por restos de poda y ramas caídas en Edison y Panama (diagonal a Unicenter)
Obras Públicas,"Vecino informa que el viernes en avenida Fleming 1412 se hundió la vereda en la entrada casi en la entrada de su negocio lo cual avisaron a defensa civil , ellos vallaron con una cinta y pero no se emitió ningún reclamo, vecino pide que vayan a arreglar la ruptura de la vereda ya que es un negocio y van adultos con niños, ayer un niño casi se cae en el pozo "
CLIBA (Higiene Urbana),recolección de poda. entre Emilio Zola y ernesto de las carreras
Alumbrado,"vecina manifiesta que la columna se encuentra con problemas en su base, producto de las raíces, pide que la revisen ya que la misma se encuentra abrazada por el árbol sobre domicilio 746."
Higiene Urbana,hace meses que no pasan los barrenderos 
Alumbrado,"Poste de Luz en LONARDI 2874 con luz muy tenue, no ilumina practicamente nada. "
CLIBA (Higiene Urbana),1 bolson de escombros 
Higiene Urbana,no pasa nunca el barrendero por puerto rico entre edison y dorrego 
Alumbrado,LUZ APAGADA TOTALMENTE EN LA DIRECCION ALSINA 1307  ESQUINA AMERICA SAN ISIDRO.
CLIBA (Higiene Urbana),castelli esquina ezpeleta retiro de escombro en bolsa más basura colchón etc. Delegacion Martínez
CLIBA (Higiene Urbana),14 de Julio 470
CLIBA (Higiene Urbana),"Vecina solicita la recoleccion de 3 bolsas con poco escombro.
"
Alumbrado,Vecina denuncia que la farola del frente de su vivienda fue  vandalizada.-
Alumbrado,Luz apagada baja cuyo 1356
Higiene Urbana,falta el contenedor amarillo
CLIBA (Higiene Urbana),Pringles esquina pirán retiro de tabla de madera delegación Martínez.
CLIBA (Higiene Urbana),recoleccion de basura conteiner
Obras Públicas,El Chasque esquina 14 de Julio(bache)
CLIBA (Higiene Urbana),Bolsones con cerámicos abandonados en vereda. Colectora entre Gorriti y Wilde
Alumbrado,arreglaron la luz pero falta arreglar la baja 
Arbolado Urbano,"arbol seco , inclinado hacia la calle 
14/4/25: El ejemplar fue relevado, el equipo técnico lo analizó y determinó que la intervención será incluida en el Plan Integral de Arbolado. Desde mediados de 2024 se realizaron más de 4000 podas, más de 1400 plantaciones, más de 2000 extracciones de árboles secos o en mal estado fitosanitario, y se repararon más de 200 frentes que requerían recorte de vereda. "
Arbolado Urbano,"vecino pide poda de arbol, Los Ceibos 159"
Alumbrado,LUZ CORTADA TOTALMENTE EN LA CALLE TOMKINSON 3141 SAN ISIDRO ENTRE RODO Y USPALLATA
Arbolado Urbano,"VECINA, SOLICIRTA REPRACION DE VEREDA X RAICES"
Alumbrado,"apagada completa hace 3 meses escalera 81 y 82. 
"
CLIBA (Higiene Urbana),Tacho desbordado por falta de servicio. Sin mencionar que no tiene limpieza 
Arbolado Urbano,es un arbol muy grande que esta levantando la vereda 
CLIBA (Higiene Urbana),6 bolsas de escombros
Arbolado Urbano,Vereda en el casco historico.
Arbolado Urbano,vecino solicita RR ya que es un arbol muy grande y rompio un caño
Obras Públicas,bache roto en la esquina con posibilidad de acumulación de aguas en tormentas
CLIBA (Higiene Urbana),es todo un asco el contenedor de esa cuadra. 
Alumbrado,"son 3 luminarias q no funcionan  en Ladislao Martínez 56 , 31 y otra en esquina con av sta fe "
Higiene Urbana,limpieza de sumidero tapado con mucho barro
Higiene Urbana,No hapasado en toda la semana. El barrido lo efectué yo.
Arbolado Urbano,"Vecina, solicita poda 2 arboles. Estos también le están rompiendo la vereda. "
Higiene Urbana,"pide contenedor nuevo ya que el que tenian desaparecio en la calle cordoba 20, Martinez"
Arbolado Urbano,"Vecina solicita poda en altura de un ejemplar, manifiesta que las ramas estan tocando los cables."
CLIBA (Higiene Urbana),vecina pide recolección de unas de hojas
Arbolado Urbano,"Realmente estoy agotada de reclamar, habiendo tenido reporte favorecido desde el año 2023 y sigo a la espera con las consecuencias en mi domicilio. Es una vergüenza.
"
Arbolado Urbano,"vecino de Saenz 2301 esquina Bulnes 106, (locales en esquina) pide recorte de Raíces de Arboles en en esquina, sobre ambas calles. Las mismas sustancias levantando y rompiendo vereda."
Arbolado Urbano,"Reparacion post extraccion - Sobre el poste, cerrar plantera y hacer nueva 1.2 x 1.2 la plantera del palto. Reparar todo a hormigon. 10m2"
Arbolado Urbano,La vecina Patricia Mozzi solicita el pedido de poda. La misma deja su domicilio a oscuras.
CLIBA (Higiene Urbana),"Vecina, reclama por recolección domiciliaria y si es posible dice que lo saquen. "
Obras Públicas,refiere que el cordón esta roto y salen los alambres.
Obras Públicas,(*) BOCA DE TORMENTA ROTA
Alumbrado,COLUMNA CON PROBLEMAS HACE 2 MESES SIN LUZ DIRECCION REOBERTO WERNICKE Y BOEDO 309--329
Alumbrado,"Vecino solicita reparacion de luminaria, manifiesta que está completamente apagada, hace más de 10 días aproximadamente. Dirección de la columna: Los Plátanos 1565 N°3-3-19"
Arbolado Urbano,VECINO RECLAMA QUE PASO UN CAMION Y SE LLEVO PUESTAS UNAS RAMAS NO SE CAYERON DEL ARBOL PERO QUEDARON QUEBRADAS COLGANDO a 1cuadra y media del hipodromo
Alumbrado,La luz no funciona. Se encuentra siempre apagada
CLIBA (Higiene Urbana),escombros montes grandes 1249 acassuso
Alumbrado,"Vecino solicita reparación de luminaria, manifiesta que está completamente apagado hace 2 meses. Dirección de la columna: Joaquín V. González 1268. N° 3-9-213"
Alumbrado,luz apagada fray cayetano y el indio villa adelina
Alumbrado,vecina pide arreglar una luz que queda encendida de dia esto es en Reclus 2121 numero de luminaria 325-332
Arbolado Urbano,pedido de corte de raices
Higiene Urbana,"No pasa el barrendero  hace varias semanas.
El vecino reclama a la Delegación , pasa unos días , y despues deja de pasar. "
CLIBA (Higiene Urbana),recolecion de poda comun 
Arbolado Urbano,Se solicita la poda de los arboles del ingreso y un arbol dentro de la escuela dado que tapan las canaletas en el techo y genera filtraciones dentro del jardin. 
Arbolado Urbano,Se solicita la poda del arbol del vecino que crece por dentro de la escuela 17
Arbolado Urbano,Se solicita la poda de dos arboles dentro de la ESCUELA DE EDUCACION ESPECIAL 502. 
Arbolado Urbano,SE SOLICITA LA PODA DE LOS ARBOLES EN LA CANCHA DE FUTBOL DE LA ESCUELA EEST 4
Arbolado Urbano,Se solicita que se planten arboles en la EP 7 
Alumbrado,luminaria apagada hace un mes y medio tienen que poner la lampara de abajo
Higiene Urbana,hace meses que no tenemos barrendero en la cuadra y cuabdo eventualmente viene alguien no barre la vereda impar
Alumbrado,vecina pide que se repare la luminaria quemada en Gobernador Arana 2069 numero de luminaria 325/555
CLIBA (Higiene Urbana), con almeja en la calle juan b justo y rolon 
Higiene Urbana,vecina reclama que el barrendero que barrio toda la cuadra pero le dejo un bulto de hojas enfrente de su vereda
Arbolado Urbano,Necesitamos que levanten estás ramas que ya tienen 4 días. Gracias
Obras Públicas,baches dos.  Nicolás Avellaneda 116
Alumbrado,sin luz y sin proteccion de la lampara
Arbolado Urbano,"Vecina solicita poda en altura, manifiesta que el árbol el árbol está enfrente casa. Informa que esta muy crecido y que sobrepasa los cables de alta tensión. También manifiesta que donde vive es un complejo de departamentos. Dirección: Lamadrid 1933"
Arbolado Urbano,tocon en la esquina
Obras Públicas,Bache en esquina que acumula agua
Higiene Urbana,"Vecina solicita falta de barrido, manifiesta que el sector no pasa como corresponde hace 1 mes aproximadamente por su cuadra. Dirección: José María Verduga 1664"
Alumbrado,Se spago la luminaria de la calle y esta a oscuras
CLIBA (Higiene Urbana),VECINO INFORMA QUE EN LA PUERTA DE SU DOMICILIO HAY UN MONTICULO DE PODA HACE MAS DE 4 DIAS
Higiene Urbana,VECINA REFIERE QUE PERSONAL DE BARRIDO NO PASA POR LA ZONA
Arbolado Urbano,"Vecino solicita poda de su ejemplar, manifiesta que su árbol esta, muy crecido que sobre pasa los cables de alta tensión. Dirección: Independencia 1656"
Arbolado Urbano,"Arbol muy alto, ya medio seco, y peligroso para las viviendas Las raíces levantaron las veredas. Hace años que no lo podan y ya arranco cables de luz y teléfono varias veces"
Alumbrado,falta de luz pringles 1517 martinez
Arbolado Urbano,"Vecino solicita R.R. de su ejemplar más reparación de su vereda, manifiesta que las raíces de su ejemplar le están levantando toda la vereda de su propiedad. Dirección: Independencia 1656"
Higiene Urbana,"no barren en Ramos Mejia 2459, es enfrente a la plaza, vereda de enfrente, es el frente del barrio san jose (cuadra entera) desde P. Acevedo hasta Uruguay.
Del lado de la plaza limpio, el lado contrario SUCIEDAD, vecina pide por favor limpieza"
CLIBA (Higiene Urbana),Vecina solicita restos de recolección de poda. Manifiesta que las ramas están en la vereda de su propiedad. Dirección: Luis María Drago 1559
Obras Públicas,Cordon completamente deteriorado y muy peligroso sobre parada de colectivos 
CLIBA (Higiene Urbana),Vecina pide que se realice la limpieza de contenedor
Arbolado Urbano,"árbol seco, plagado de claveles del aire, ramas que rompen las tejas de mi casa, ramas que se caen"
CLIBA (Higiene Urbana),"VECINA INFORMA QUE NO VACIAN EL CONTENEDOR DE MANERA CORRECTA, SIEMPRE DEJAN RESTOS EN EL MISMO"
Arbolado Urbano, reclamo de arbolada desde hace mas de 5 años
Obras Públicas,(*) Tapa de sum. rota frente al campo municipal N*1 Urgente
Arbolado Urbano,"Referido a los 2 reclamos anteriores, el sauce tb compromete suministro de agua , suministro eléctrico y otros q cruzan sus enormes. Ramas y raices"
